shipment_key,shipment_id,supplier_key,carrier_key,route_key,warehouse_key,product_key,order_date,promised_date,actual_date,status,delay_days,shipment_cost,weight_kg,quantity
240,SHP-00240,51,44,181,17,66,2021-05-20,2021-06-12,2021-06-11,In Transit,0,9863.9,920.86,472
241,SHP-00241,145,28,9,33,224,2024-05-21,2024-06-14,2024-06-14,Delayed,0,17752.82, ,525
242,SHP-00242,218,6,147,30,157,2022-11-01,2022-11-19,2022-11-17,Delivered,0,12480.22,3902.98,818
243,SHP-00243,87,30,136,28,228,2022-01-26,2022-02-20,2022-03-14,Delivered,22,19576.89,761.2,187
244,SHP-00244,137,30,168,13,198,2021-02-13,2021-02-26,2021-02-26,,0,5032.54,1294.41,691
245,SHP-00245,200,9,139,23,245,2024-03-22,2024-04-03,2024-04-01,Delivered,0,3347.42,504.66,968
246,SHP-00246,225,58,113,8,214,2021-05-22,2021-06-02,2021-06-02,Delivered,0,9391.81,4681.52,
247,SHP-00247,249,12,130,38,186,2023-02-08,2023-02-09,2023-02-07,Delivered,0,9885.19,1028.32,835
248,SHP-00248,93,31,66,33,29,2023-11-24,2023-11-28,2023-12-05,Cancelled,7,7948.75,2075.76,93
249,SHP-00249,180,6,167,25,225,2023-07-25,2023-07-26,2023-08-09,Delivered,14,20811.53,2170.86,308
250,SHP-00250,196,3,16,39,206,2023-08-24,2023-08-25,2023-08-24, ,0,18658.38,46.57,144
251,SHP-00251,226,60,29,11,8,2022-03-06,2022-03-30,2022-03-29,Delivered,0,3924.56,757.07,685
252,SHP-00252,189,56,37,27,12,2023-10-16,2023-10-23,,In Transit,,5907.47,3916.39,911
253,SHP-00253,107,55,138,29,35,2024-01-10,2024-01-23,2024-01-21,Delivered,0,7735.79, ,992
254,SHP-00254,213,55,147,13,33,2024-05-20,2024-06-10,2024-06-26,Delivered,16,14474.6,3068.13,490
255,SHP-00255,169,20,85,30,172,2022-03-26,2022-04-12,2022-04-17,Delivered,5,15808.17,3075.15,257
256,SHP-00256,99,41,13,13,47,2024-04-24,2024-05-11,2024-05-10,Delivered,0,8307.48,3682.1,766
257,SHP-00257,116,14,117,40,68,2021-01-30,2021-02-04,2021-02-04,,0,10629.0,938.9,995
258,SHP-00258,117,43,25,22,196,2024-01-23,2024-02-07,2024-02-16,Returned,9,7485.88,1276.57,500
259,SHP-00259,33,56,89,20,116,2023-11-30,2023-12-09,2023-12-21,Delivered,12,2864.4,2287.28,564
260,SHP-00260,5,13,188,23,135,2023-06-13,2023-07-01,2023-07-01,Returned,0,18058.58,2554.62,697
261,SHP-00261,163,41,159,15,216,2024-05-15,2024-06-09,2024-06-26,Returned,17,5146.28,2654.44,103
262,SHP-00262,122,30,83,9,185,2021-11-08,2021-11-26,2021-11-24,Delivered,0,21103.34,1482.62,996
263,SHP-00263,211,11,196,16,101,2022-09-07,2022-09-08,2022-10-01,Delivered,23,16162.78,334.26,144
264,SHP-00264,173,10,53,29,37,2021-11-23,2021-12-14,2021-12-12,In Transit,0,21197.53,4463.21,758
265,SHP-00265,32,35,191,40,117,2022-07-19,2022-08-13,,Delivered,,11580.88,2992.31,449
266,SHP-00266,225,46,178,32,195,2021-11-11,2021-11-14,2021-11-12,Delivered,0,997.28,1277.41,437
267,SHP-00267,222,50,72,18,232,2022-08-20,2022-08-28,2022-08-28,In Transit,0,18714.24,3508.05,59
268,SHP-00268,112,43,69,7,200,2022-05-31,2022-06-21,2022-06-20,Delivered,0,1919.74,4030.0,507
269,SHP-00269,148,7,31,16,93,2023-09-27,2023-10-15,2023-10-13,Returned,0,,539.17,659
270,SHP-00270,241,26,161,28,172,2024-04-03,2024-04-25,2024-04-23,Delayed,0,973.04,2201.34,885
271,SHP-00271,175,23,91,16,71,2021-02-22,2021-03-01,2021-03-01,In Transit,0,20262.67,3645.34,260
272,SHP-00272,90,50,45,32,220,2023-07-03,2023-07-05,,Delivered,,3616.97,4317.44,759
273,SHP-00273,48,49,98,13,68,2021-07-02,2021-07-13,2021-07-11,Delivered,0,6797.79,452.34,637
274,SHP-00274,76,49,144,35,46,2023-09-22,2023-10-04,2023-10-03,Delivered,0,7168.44,2909.32,718
275,SHP-00275,245,48,76,40,146,2023-03-27,2023-04-16,2023-04-16,Delayed,0,3292.26,1769.13,395
276,SHP-00276,58,29,166,14,38,2021-06-18,2021-06-29,2021-06-28,Delivered,0,14718.72,2472.57,225
277,SHP-00277,103,41,148,25,192,2021-01-26,2021-02-05,2021-02-06,Cancelled,1,9178.12,2840.51,869
278,SHP-00278,35,21,180,16,204,2022-06-20,2022-07-13,2022-07-12,Delivered,0,8082.87,1173.68,79
279,SHP-00279,211,15,120,18,148,2024-01-08,2024-01-27,2024-02-13,Returned,17,17778.85,3600.59,661
280,SHP-00280,181,10,17,23,17,2021-04-19,2021-05-04,2021-05-03,Delivered,0,3852.37, ,356
281,SHP-00281,173,20,85,15,146,2022-07-20,2022-08-08,2022-09-01,Cancelled,,16839.6,1981.35,318
282,SHP-00282,158,5,136,27,187,2023-11-07,2023-11-21,2023-12-09,In Transit,18, ,3772.38,794
283,SHP-00283,147,45,176,25,207,2021-11-27,2021-12-21,2022-01-10,Delivered,20,745.78,3643.39,97
284,SHP-00284,52,15,90,6,87,2023-04-15,2023-04-28,2023-04-28,Delivered,0,7877.94,4395.35,189
285,SHP-00285,84,25,79,2,205,2023-07-15,2023-08-09,2023-08-18,Delivered,,1395.3,842.73,
286,SHP-00286,154,24,147,12,229,2024-03-09,2024-03-28,2024-03-28,Delivered,0,11010.61,4878.88,700
287,SHP-00287,240,19,28,23,175,2023-06-22,2023-07-15,2023-07-15, ,0,949.16,4790.17,827
288,SHP-00288,242,8,172,36,17,2022-01-05,2022-01-24,2022-01-24,Delivered,0,20247.98,4643.05,399
289,SHP-00289,169,46,194,38,26,2022-11-24,2022-12-02,2022-12-02,Cancelled,0,8953.83,4583.07,831
290,SHP-00290,242,41,110,26,112,2023-12-01,2023-12-04,2023-12-03,Returned,0,16676.62,1412.95,782
291,SHP-00291,136,54,11,13,243,2023-02-12,2023-02-15,2023-02-14,Returned,0,8614.91,3931.84,701
292,SHP-00292,247,35,14,28,190,2021-07-02,2021-07-12,2021-07-10,Returned,0,,140.01,395
293,SHP-00293,127,14,147,40,4,2023-11-08,2023-11-25,2023-11-23,Delivered,0,2260.45,4461.8,75
294,SHP-00294,96,59,103,3,40,2021-04-03,2021-04-16,2021-05-09,,23,5364.48,4156.55,400
295,SHP-00295,70,27,177,1,107,2021-10-18,2021-11-07,2021-11-29,Delayed,22,15652.78,1548.83,670
296,SHP-00296,58,5,164,8,30,2023-04-28,2023-05-11,2023-05-18,Cancelled,7,328.41,209.19,132
297,SHP-00297,28,49,31,26,211,2021-11-22,2021-12-08,2021-12-26,Delivered,18,15759.01,1424.18,877
298,SHP-00298,178,52,18,16,112,2022-02-18,2022-02-21,2022-02-20,Returned,0,10370.16,1143.38,189
299,SHP-00299,243,10,88,17,236,2024-06-14,2024-06-26,2024-06-26,Delivered,0,11129.26,3842.79,45
300,SHP-00300,7,56,113,5,216,2021-12-26,2022-01-07,2022-01-05,Delayed,0, ,919.98,674
301,SHP-00301,186,60,83,24,10,2022-05-19,2022-06-08,2022-06-06,Returned,0,1342.02,2049.74,634
302,SHP-00302,6,42,122,37,166,2021-10-21,2021-10-25,2021-10-25,Delivered,0,16934.43,1122.75,578
303,SHP-00303,117,35,93,15,37,2023-03-02,2023-03-12,2023-03-11,Delivered,0,13516.13,4939.89,942
304,SHP-00304,219,15,103,9,216,2022-08-11,2022-09-01,2022-08-31,Delivered,0,558.52,720.09,728
305,SHP-00305,136,14,63,14,183,2022-12-24,2022-12-31,2022-12-30,Cancelled,0,9821.25,1817.93,409
306,SHP-00306,121,7,139,29,77,2022-01-27,2022-02-15,2022-03-11,In Transit,24,12105.7,2041.16,219
307,SHP-00307,171,12,70,37,197,2023-04-25,2023-04-27,2023-05-08,Delivered,11,20622.97,,212
308,SHP-00308,136,48,161,3,174,2021-11-16,2021-12-07,2021-12-07,In Transit,0,19109.86,4656.28,956
309,SHP-00309,216,5,93,40,233,2021-07-18,2021-07-21,2021-07-22,Delivered,1,2069.84,1783.61,981
310,SHP-00310,234,40,105,11,144,2022-10-09,2022-10-28,2022-10-27,Delivered,0,2322.84,4504.11,426
311,SHP-00311,122,25,123,11,197,2024-02-06,2024-02-27,2024-02-26,Delivered,0,14638.73,2224.63,139
312,SHP-00312,227,24,18,12,35,2021-02-10,2021-03-01,2021-02-28,Delivered,0,534.86,3358.87,348
313,SHP-00313,127,2,160,38,107,2022-09-07,2022-09-29,2022-09-29,Delivered,0,7123.3,4743.82,618
314,SHP-00314,115,28,87,3,70,2021-12-13,2021-12-25,2021-12-25,Returned,0,613.43,834.58,718
315,SHP-00315,70,45,97,22,94,2023-07-28,2023-08-19,2023-09-06,Delivered,,520.75,4522.69,37
316,SHP-00316,207,43,82,33,230,2023-11-16,2023-11-30,2023-11-29,In Transit,0,12197.18,1333.51,941
317,SHP-00317,189,52,88,40,19,2021-08-21,2021-08-22,2021-08-22,Delivered,0,3472.73,3894.43,10
318,SHP-00318,48,6,184,6,1,2021-11-16,2021-12-05,2021-12-04,In Transit,0,2417.74,3520.8,764
319,SHP-00319,121,19,188,38,222,2023-06-06,2023-06-28,2023-06-30,Delayed,2,11692.4,986.66,620
320,SHP-00320,48,55,83,15,42,2021-05-06,2021-05-21,2021-05-22,Delivered,1,19332.07,946.89,780
321,SHP-00321,248,44,65,19,194,2023-03-20,2023-04-10,2023-04-09,Returned,0,4879.86,1723.93,8
322,SHP-00322,173,6,82,38,198,2021-11-27,2021-11-30,2021-12-16,Delivered,16, ,3822.22,13
323,SHP-00323,81,35,191,13,59,2023-01-11,2023-02-03,2023-02-01,Delivered,0,7087.5,4054.86,308
324,SHP-00324,37,48,193,25,108,2024-04-17,2024-04-23,2024-05-05,Cancelled,12,17537.91,2016.33,476
325,SHP-00325,56,7,5,26,121,2021-02-20,2021-02-25,2021-02-24,Delivered,0,405.51,3308.93,608
326,SHP-00326,112,55,41,32,249,2021-11-03,2021-11-12,2021-11-12,Delivered,0,21018.79,1138.85,742
327,SHP-00327,79,41,41,22,162,2021-05-03,2021-05-15,2021-05-15,Cancelled,0,3198.36,2471.26,
328,SHP-00328,17,2,115,24,107,2022-09-29,2022-10-21,2022-10-19,Delivered,0,7570.03,3442.63,579
329,SHP-00329,50,58,33,21,201,2022-05-20,2022-05-27,2022-05-25,In Transit,0,19850.3,1402.8,813
330,SHP-00330,83,6,136,32,119,2024-03-18,2024-03-26,2024-03-24,Delivered,0,,2554.9,769
331,SHP-00331,1,21,92,40,124,2024-05-19,2024-06-12,2024-06-27,Delivered,15,6149.01, ,253
332,SHP-00332,76,47,16,13,135,2024-02-25,2024-03-01,2024-02-29,In Transit,0,11845.19,3229.28,612
333,SHP-00333,120,50,38,29,161,2023-10-30,2023-11-09,2023-11-22,Delivered,13,4572.86,144.3,432
334,SHP-00334,245,2,32,4,223,2023-02-22,2023-03-12,2023-03-27,Delivered,15,10085.16,3032.79,601
335,SHP-00335,165,19,83,37,194,2022-10-31,2022-11-18,2022-11-18,Delayed,0,13872.7,1977.81,857
336,SHP-00336,194,24,92,22,21,2024-03-10,2024-03-12,2024-03-12,Delivered,0,20400.18,511.45,731
337,SHP-00337,41,8,196,17,59,2023-04-26,2023-05-07,2023-05-06,Delivered,0,14155.83,775.09,834
338,SHP-00338,83,25,194,26,5,2022-05-06,2022-05-08,2022-05-06,Delivered,,1023.65,4749.84,141
339,SHP-00339,21,38,95,33,231,2023-11-11,2023-12-06,2023-12-07,Delayed,1,978.85,1044.34,8
340,SHP-00340,84,58,67,26,31,2021-12-03,2021-12-16,2022-01-03,Delivered,,8297.18,4174.14,263
341,SHP-00341,52,49,146,20,214,2022-08-08,2022-08-23,2022-09-12,Returned,20,4580.52,1937.38,956
342,SHP-00342,221,22,53,32,243,2022-03-15,2022-04-03,2022-04-02,Delivered,0,19467.93,2555.59,222
343,SHP-00343,64,5,158,7,227,2023-03-07,2023-03-31,,Delayed,,3719.13,2804.24,684
344,SHP-00344,249,28,190,24,20,2021-01-01,2021-01-02,2021-01-02,Delivered,0,8453.12, ,221
345,SHP-00345,163,48,175,2,226,2022-07-28,2022-08-11,2022-08-10,Delivered,0,5853.69,4436.83,210
346,SHP-00346,178,10,56,5,102,2023-09-03,2023-09-09,2023-09-12,Cancelled,3,12797.12,1350.48, 
347,SHP-00347,73,47,123,13,206,2023-02-12,2023-02-13,2023-02-27,Delayed,14,390.59,3283.12,898
348,SHP-00348,126,51,60,4,74,2022-07-02,2022-07-03,2022-07-03,Cancelled,0,,2816.15,573
349,SHP-00349,105,12,149,26,96,2023-01-16,2023-01-19,2023-01-18,Returned,0,14523.37,2755.21,753
350,SHP-00350,92,42,120,29,193,2023-08-16,2023-08-28,2023-08-28,Cancelled,0,9031.38,432.41,141
351,SHP-00351,203,14,178,26,21,2024-01-10,2024-02-01,2024-02-03,Delivered,2,11930.62,797.31,143
352,SHP-00352,86,32,30,21,188,2023-05-09,2023-05-13,2023-05-11,Delivered,0,5678.31,4711.46,701
353,SHP-00353,40,54,178,13,184,2023-02-04,2023-02-22,2023-02-20,Delayed,0,7789.84,3757.88,656
354,SHP-00354,209,13,7,2,8,2021-01-02,2021-01-19,2021-01-18,Delivered,0,6813.57,1514.43,654
355,SHP-00355,88,25,96,14,78,2022-08-29,2022-09-02,2022-09-27,Delivered,25,20927.18,1787.7,715
356,SHP-00356,99,49,138,7,109,2023-05-28,2023-06-17,2023-06-16,Delivered,0,21496.59,1757.61,485
357,SHP-00357,186,54,184,7,117,2024-04-17,2024-05-07,2024-05-05,Delivered,0,21184.62,434.33,95
358,SHP-00358,33,38,173,2,240,2023-02-17,2023-03-13,2023-03-11,Delivered,0,12202.5,2256.1,
359,SHP-00359,231,29,76,11,11,2023-11-03,2023-11-18,2023-11-24,Delayed,6,11831.02,1266.17,530
360,SHP-00360,97,3,78,12,58,2022-08-18,2022-09-07,2022-09-07,Delivered,0,,3878.75,928
361,SHP-00361,7,29,128,24,204,2022-11-28,2022-12-20,2022-12-19,Cancelled,0,20862.1,822.33,970
362,SHP-00362,225,43,92,31,103,2023-05-31,2023-06-01,2023-05-30,Returned,0,10473.11,2786.5,67
363,SHP-00363,18,51,169,12,150,2023-11-05,2023-11-13,2023-11-13,Delivered,0,4190.72,3299.38,571
364,SHP-00364,69,38,136,1,78,2023-04-27,2023-05-01,2023-05-01,Delivered,0,,300.16,116
365,SHP-00365,206,5,38,9,220,2021-10-08,2021-10-19,2021-10-18,Delivered,0,10574.23,862.26,643
366,SHP-00366,105,4,193,28,11,2023-11-11,2023-11-16,2023-11-16,Delivered,0,5510.79,4198.89,231
367,SHP-00367,131,57,105,11,62,2022-10-19,2022-11-13,2022-11-13,In Transit,0,13380.96,3743.09,630
368,SHP-00368,101,18,119,22,78,2024-05-11,2024-05-28,2024-06-22,Delivered,25,12400.94,3885.28,41
369,SHP-00369,237,44,155,39,170,2024-01-02,2024-01-22,,Delivered,,10391.07,3787.14,604
370,SHP-00370,132,15,81,21,233,2024-03-21,2024-03-26,2024-03-26,In Transit,0, ,3145.68,896
371,SHP-00371,202,9,198,19,49,2022-05-06,2022-05-25,2022-06-04,In Transit,10,9112.71,2119.36,787
372,SHP-00372,163,54,87,12,228,2023-01-11,2023-02-03,2023-02-02,Cancelled,0,3897.8,4380.75,211
373,SHP-00373,101,1,18,13,208,2023-10-15,2023-10-27,2023-11-12,Cancelled,16,3304.84,1262.83,833
374,SHP-00374,122,28,100,21,31,2022-06-06,2022-06-22,2022-06-20,Delivered,0,9308.8,4907.89,502
375,SHP-00375,176,28,53,3,229,2021-10-14,2021-10-20,2021-11-14, ,25,1639.13,2676.21,99
376,SHP-00376,216,16,39,2,142,2024-03-06,2024-03-08,2024-03-19,Delivered,11,5370.9,3018.39,951
377,SHP-00377,125,8,25,16,217,2024-04-11,2024-04-22,2024-04-22,Delayed,0,13596.9,456.07,998
378,SHP-00378,99,29,55,15,26,2023-04-13,2023-04-21,2023-05-11,Delivered,20,,3355.87,882
379,SHP-00379,203,57,135,22,83,2021-06-17,2021-07-01,2021-06-30,Delayed,0,,3825.33,690
380,SHP-00380,56,21,91,26,71,2021-02-12,2021-02-28,2021-02-27,Delivered,0,15505.69,3494.7,807
381,SHP-00381,116,46,6,25,147,2022-05-25,2022-06-17,,Delivered,,19322.3,3432.52,661
382,SHP-00382,44,15,150,34,154,2022-12-08,2022-12-20,2022-12-19,Cancelled,0,2059.19,1142.94,267
383,SHP-00383,66,29,39,19,37,2023-12-24,2023-12-31,2023-12-30,Delivered,0,20157.11, ,82
384,SHP-00384,245,56,190,12,74,2023-06-12,2023-06-21,2023-06-21,Delivered,0,1562.46,3104.8,802
385,SHP-00385,119,36,195,24,186,2024-01-28,2024-02-13,2024-02-13,Delivered,0,1787.34,1345.37,547
386,SHP-00386,35,11,13,31,40,2022-01-02,2022-01-07,2022-01-07,Delivered,0,3862.3,4066.57, 
387,SHP-00387,18,25,35,1,74,2021-09-28,2021-10-06,2021-10-05,Delivered,0,10063.28,3567.21,621
388,SHP-00388,148,46,192,26,193,2023-08-02,2023-08-19,2023-08-17,Returned,0,8945.38,4810.53,363
389,SHP-00389,106,25,97,20,96,2022-05-30,2022-06-16,2022-06-16,Cancelled,0, ,4973.57,119
390,SHP-00390,5,58,59,29,65,2021-02-18,2021-03-01,2021-03-01,Delivered,0,13030.42,699.4,406
391,SHP-00391,96,4,90,30,233,2023-09-24,2023-10-07,2023-10-06,Delivered,0, ,4738.64,945
392,SHP-00392,50,20,130,11,3,2023-03-03,2023-03-24,2023-03-24,In Transit,0,,4906.79,70
393,SHP-00393,160,21,73,24,14,2021-07-27,2021-08-01,2021-07-30,Delivered,0,13911.77,2241.9,628
394,SHP-00394,40,60,97,22,170,2023-11-25,2023-12-14,2023-12-29,Delayed,15,891.81,3643.38,69
395,SHP-00395,108,37,50,27,205,2023-06-20,2023-07-14,2023-07-13,Delivered,0,8507.18,209.65,977
396,SHP-00396,235,11,173,32,30,2021-11-07,2021-11-21,2021-11-20,,0,1550.4,1327.69,68
397,SHP-00397,162,43,84,34,40,2021-06-13,2021-07-05,2021-07-04,In Transit,0,21029.14,2792.93,834
398,SHP-00398,104,4,152,20,206,2024-04-22,2024-05-09,2024-05-07,Delivered,0,586.73,1640.9,511
399,SHP-00399,191,26,108,37,85,2022-06-12,2022-06-16,2022-06-14,Delivered,0,5547.36,4630.27,518
400,SHP-00400,8,22,95,8,79,2022-09-05,2022-09-08,2022-09-28,Delivered,20, ,2029.74,425
401,SHP-00401,154,21,152,25,219,2022-04-28,2022-05-14,2022-05-13,Delayed,0,8976.46,1432.48,169
402,SHP-00402,1,31,46,3,35,2021-06-19,2021-06-23,2021-07-17,Returned,,19735.13,3967.99,156
403,SHP-00403,211,60,50,11,230,2022-08-20,2022-09-01,2022-08-30, ,0,19654.07,194.9,41
404,SHP-00404,180,33,25,32,156,2023-03-12,2023-03-28,2023-04-16,Returned,19,13518.94,2311.79,162
405,SHP-00405,108,52,61,20,171,2022-04-04,2022-04-27,2022-05-10,Delivered,13,17844.93,2544.48,723
406,SHP-00406,73,50,86,21,149,2022-10-31,2022-11-07,2022-11-12,Delivered,5,12970.26,538.55,153
407,SHP-00407,50,23,17,4,9,2022-05-05,2022-05-28,2022-05-27,Returned,0,6725.76,4477.97,373
408,SHP-00408,81,59,193,37,223,2022-06-01,2022-06-14,2022-06-30,Delayed,16,18990.38,4078.94,725
409,SHP-00409,246,18,52,12,107,2022-01-12,2022-01-13,2022-01-13,Delayed,0,19273.91,210.32,526
410,SHP-00410,169,55,189,33,71,2021-03-20,2021-04-14,2021-04-26,In Transit,12,2390.68,4846.38,152
411,SHP-00411,194,30,12,19,86,2023-12-24,2024-01-06,2024-01-04,Delivered,0,20900.99,2274.87,561
412,SHP-00412,68,20,167,3,210,2021-02-06,2021-02-20,2021-02-20,Delayed,0,20118.9,1154.88,606
413,SHP-00413,20,52,71,35,209,2022-04-15,2022-05-07,2022-05-06,Delivered,0,987.92,2246.36, 
414,SHP-00414,30,55,61,25,144,2024-01-25,2024-02-08,2024-03-03,Delivered,24,14626.58,2900.97,566
415,SHP-00415,44,43,75,17,107,2022-11-04,2022-11-10,2022-11-10,Delayed,,14265.86,103.65,768
416,SHP-00416,240,1,62,5,200,2021-11-28,2021-12-12,2021-12-18,Delivered,6,11976.8,343.14,895
417,SHP-00417,92,51,24,23,46,2022-07-08,2022-07-14,2022-07-29,Returned,15,17171.87,610.66,285
418,SHP-00418,237,49,162,23,8,2023-03-06,2023-03-13,2023-03-12,Delivered,0,3654.2,2610.53,199
419,SHP-00419,18,48,59,32,143,2022-11-28,2022-12-11,2022-12-10,Returned,0,8913.86,3105.45,601
420,SHP-00420,167,22,107,1,249,2023-07-27,2023-08-09,,In Transit,,1019.03,18.81,681
421,SHP-00421,160,52,9,21,63,2022-10-08,2022-10-23,2022-10-27,Returned,4,13084.19,2768.01,780
422,SHP-00422,72,22,106,5,250,2022-10-02,2022-10-20,2022-10-19, ,,6674.49,684.77,389
423,SHP-00423,154,55,26,24,30,2023-12-24,2024-01-05,2024-01-15,,10,21589.46,3559.06,954
424,SHP-00424,139,59,21,36,240,2021-07-14,2021-07-23,2021-07-22,Delivered,0, ,245.58,779
425,SHP-00425,190,4,36,5,25,2024-03-28,2024-04-20,2024-04-18,Delivered,0,,4594.21,674
426,SHP-00426,44,12,167,37,180,2024-04-19,2024-04-20,2024-05-06,In Transit,16,2440.91,4698.3,254
427,SHP-00427,225,18,148,13,127,2021-08-01,2021-08-22,2021-08-21,Delivered,0,21064.69,2548.52,6
428,SHP-00428,69,16,158,8,181,2024-01-27,2024-02-04,2024-02-11,Delayed,7,11658.41,2022.72,933
429,SHP-00429,248,43,64,9,183,2023-05-11,2023-05-20,2023-05-19,Delivered,,4286.51,641.13,657
430,SHP-00430,29,54,179,1,106,2021-03-24,2021-04-01,2021-03-30,Delivered,0,3011.87,4797.01,668
431,SHP-00431,220,41,38,14,100,2021-08-08,2021-08-19,2021-08-24,Delivered,5,7219.94,3297.67,455
432,SHP-00432,16,48,118,34,75,2022-12-25,2023-01-01,2022-12-30,Cancelled,0,9680.17,2166.58,801
433,SHP-00433,165,15,116,13,177,2022-02-22,2022-03-08,2022-03-18,Delivered,10,16942.27, ,466
434,SHP-00434,165,60,38,8,69,2022-07-19,2022-08-04,2022-08-03,Delivered,0,3023.36,3226.17,972
435,SHP-00435,65,52,63,36,220,2023-01-30,2023-02-16,2023-02-20,Returned,4,,2835.87,248
436,SHP-00436,88,1,124,13,48,2024-06-10,2024-06-29,2024-06-27,Cancelled,0,173.82,1637.02,568
437,SHP-00437,145,23,25,25,121,2021-08-11,2021-09-04,,Delayed,,17720.59,3144.31,984
438,SHP-00438,20,7,145,9,60,2022-02-06,2022-02-14,,In Transit,,16720.49,2465.85,
439,SHP-00439,25,3,66,1,236,2023-04-22,2023-04-24,2023-05-08,Delivered,14,21776.06,3592.21,220
440,SHP-00440,138,48,162,16,12,2024-04-18,2024-05-02,2024-05-11,Cancelled,9,2147.28,3058.95,257
441,SHP-00441,150,15,148,18,1,2023-09-02,2023-09-25,2023-10-01,Delivered,6,10821.13,3978.65,103
442,SHP-00442,211,11,60,3,188,2023-05-25,2023-06-17,2023-06-16,Returned,0,689.1,,282
443,SHP-00443,161,49,195,20,214,2022-01-03,2022-01-10,2022-01-10,Cancelled,0,9943.33,157.65,742
444,SHP-00444,55,5,40,27,28,2023-06-04,2023-06-09,2023-06-09,Delivered,0,869.34,4214.57,87
445,SHP-00445,85,57,116,11,213,2023-06-10,2023-06-18,2023-06-18,Returned,0,19455.85,4504.59,985
446,SHP-00446,198,54,6,13,104,2024-05-02,2024-05-20,2024-05-20,Delayed,0,18423.51,1578.79,949
447,SHP-00447,123,26,167,38,183,2022-08-29,2022-09-11,2022-09-10,Delivered,0, ,3685.07,878
448,SHP-00448,87,34,138,6,67,2021-10-04,2021-10-06,2021-10-04,Delivered,0,1211.6,2718.44,552
449,SHP-00449,114,5,109,35,21,2022-06-19,2022-06-30,2022-06-30,Cancelled,0,4596.08,1102.7,531
450,SHP-00450,8,6,83,11,194,2022-10-22,2022-11-06,2022-11-15,,9,16864.0,3876.57,884
451,SHP-00451,185,10,91,21,98,2024-04-14,2024-04-17,2024-04-24,Delivered,7,19685.05,286.43,992
452,SHP-00452,20,10,45,19,129,2021-08-24,2021-09-10,2021-09-09,Delivered,0,3339.97,2700.16,535
453,SHP-00453,97,23,163,22,23,2024-06-27,2024-06-29,, ,,,,268
454,SHP-00454,13,24,80,11,201,2023-01-11,2023-02-04,2023-02-02,Delayed,0,5264.06,1347.19,330
455,SHP-00455,5,50,160,34,48,2024-03-27,2024-04-09,2024-04-07, ,0,4653.37,4280.16,633
456,SHP-00456,67,55,165,12,141,2021-09-15,2021-09-18,2021-09-20,Delayed,2,11675.81,4576.19,268
457,SHP-00457,179,26,159,19,186,2023-08-29,2023-09-14,2023-09-14,Delayed,0,4210.28,1998.66, 
458,SHP-00458,217,34,111,14,27,2021-12-16,2022-01-02,2021-12-31,Delivered,0,3573.18,2099.11,378
459,SHP-00459,224,3,48,26,202,2022-09-27,2022-10-22,2022-11-06,Delayed,15,21610.36,1773.51,776
460,SHP-00460,203,18,75,33,148,2022-04-15,2022-05-09,2022-05-08,Delivered,0,21106.88,116.52,387
461,SHP-00461,35,30,157,4,173,2023-12-23,2024-01-09,2024-01-09,Delivered,0,12278.38,892.44,340
462,SHP-00462,151,21,182,8,102,2022-11-28,2022-11-30,2022-12-21,Delivered,21,20171.04,3825.28,849
463,SHP-00463,24,41,174,13,127,2022-03-31,2022-04-05,2022-04-05,Cancelled,0,15895.41,2721.98,204
464,SHP-00464,128,49,84,25,25,2022-03-20,2022-03-25,2022-03-24,Delivered,0,18820.42,4781.06,627
465,SHP-00465,86,50,107,8,141,2023-08-04,2023-08-21,2023-08-19,Returned,0,333.72,4101.78,31
466,SHP-00466,186,59,107,1,226,2021-09-19,2021-10-09,2021-10-09,Delayed,0,14046.65,3646.36,611
467,SHP-00467,148,19,28,35,75,2024-06-25,2024-07-17,2024-07-29,In Transit,12,1369.0,354.75,539
468,SHP-00468,155,33,38,5,62,2022-04-08,2022-04-16,2022-04-15,Delivered,0,16667.81,853.17,965
469,SHP-00469,11,54,94,2,200,2023-07-14,2023-07-23,2023-07-22,Delivered,0,15329.63,1469.88,418
470,SHP-00470,50,56,15,34,227,2022-11-23,2022-12-01,2022-11-30,Delivered,0,2202.08,2132.69, 
471,SHP-00471,56,17,88,23,14,2022-02-21,2022-03-05,2022-03-03,Delivered,0, ,4701.56,976
472,SHP-00472,213,17,75,3,30,2023-05-31,2023-06-17,2023-06-16,Cancelled,0,10727.42,3220.83,216
473,SHP-00473,35,27,12,14,60,2022-05-11,2022-05-21,2022-05-21,Cancelled,0,7603.14,4314.2,755
474,SHP-00474,17,52,75,19,147,2023-02-06,2023-02-26,2023-02-26,In Transit,0,15297.88,237.65,579
475,SHP-00475,97,56,200,19,213,2022-01-08,2022-01-09,2022-01-08,Delivered,0,13192.92,4712.97,640
476,SHP-00476,64,10,85,37,27,2024-02-06,2024-02-27,2024-02-25,Cancelled,0,11536.45,3917.7,653
477,SHP-00477,37,50,111,26,145,2022-08-26,2022-08-27,2022-08-26,Delivered,0,19602.82,4195.96,229
478,SHP-00478,45,48,56,20,144,2024-02-21,2024-02-23,2024-02-21,Returned,,8816.06,3819.01,32
